top_category,sub_category,sub_tab,brand,product_name,price,satisfaction_pct,review_count,wish_count,tags,product_url
아티스트/캐릭터,스타앨범,전체,,ZEROBASEONE 제로니 교복 클로젯,20000,,,308.0,,https://gift.kakao.com/product/11446271
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 키캡 키링 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,13000,,,66.0,,https://gift.kakao.com/product/12065996
아티스트/캐릭터,스타앨범,전체,,[랜덤] DAY6 (데이식스) - [The DECADE] (이어폰반),69700,,,172.0,,https://gift.kakao.com/product/12100611
아티스트/캐릭터,스타앨범,전체,,[MP특전] Stray Kids (스트레이 키즈) - 정규 4집 [KARMA] (SKZOO VER.),38600,,,79.0,,https://gift.kakao.com/product/12007896
아티스트/캐릭터,스타앨범,전체,,트와이스 - 캔디봉,52000,,,,,https://gift.kakao.com/product/12080876
아티스트/캐릭터,스타앨범,전체,,"""✨단독 굿즈✨"" [단독] [다크문 l 라라스윗] 워너 바이트 케이크",29900,,,906.0,,https://gift.kakao.com/product/11934772
아티스트/캐릭터,스타앨범,전체,,뉴진스 X 꼴레 퍼리 버니 플러시 키링,32000,,,1421.0,,https://gift.kakao.com/product/10971860
아티스트/캐릭터,스타앨범,전체,,뉴진스 X 꼴레 래빗 파우치,35000,,,989.0,,https://gift.kakao.com/product/10971896
아티스트/캐릭터,스타앨범,전체,,ZEROBASEONE 제로니 홈파티 미니 인형 키링,19000,,,1367.0,,https://gift.kakao.com/product/11784548
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 공식 응원봉 V2 + 응원봉 가방 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,99000,,,17.0,,https://gift.kakao.com/product/12066119
아티스트/캐릭터,스타앨범,전체,,[랜덤] 지드래곤 (G-DRAGON) - 3집 앨범 [Ubermensch] (JEWEL ver.),22300,,,180.0,,https://gift.kakao.com/product/11299388
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 응원봉 가방 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,52000,,,23.0,,https://gift.kakao.com/product/12066083
아티스트/캐릭터,스타앨범,전체,,[단독특전] CORTIS (코르티스) The 1st EP [COLOR OUTSIDE THE LINES] (Set),57900,,,5.0,,https://gift.kakao.com/product/12070580
아티스트/캐릭터,스타앨범,전체,,보이넥스트도어 (BND) 4th EP [No Genre] (Random),21700,,,819.0,,https://gift.kakao.com/product/11511910
아티스트/캐릭터,스타앨범,전체,,[특전증정/랜덤] ZEROBASEONE(제로베이스원) - [NEVER SAY NEVER] PHOTOBOOK Ver.,23800,,,51.0,,https://gift.kakao.com/product/11982663
아티스트/캐릭터,스타앨범,전체,,[예약 판매] 하감자 스트레스볼 - 10월 중 발송 예정,21500,,,257.0,,https://gift.kakao.com/product/11990658
아티스트/캐릭터,스타앨범,전체,,엔하이픈 (ENHYPEN) DESIRE : UNLEASH (Random),22700,,,87.0,,https://gift.kakao.com/product/11571015
아티스트/캐릭터,스타앨범,전체,,(LOVED IVE Ver.) IVE THE 4th EP IVE SECRET,21600,,,22.0,,https://gift.kakao.com/product/12034452
아티스트/캐릭터,스타앨범,전체,,뉴진스 X 꼴레 래빗 스트링백,52000,,,958.0,,https://gift.kakao.com/product/10971894
아티스트/캐릭터,스타앨범,전체,,DAY6 (데이식스) - [The DECADE] (MD ver.),25300,,,131.0,,https://gift.kakao.com/product/12100607
아티스트/캐릭터,스타앨범,전체,,[랜덤] DAY6 (데이식스) - [The DECADE] (플랫폼),14900,,,81.0,,https://gift.kakao.com/product/12100604
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 티셔츠 + 반다나 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,69000,,,17.0,,https://gift.kakao.com/product/12090262
아티스트/캐릭터,스타앨범,전체,,bubble for CUBE 1인권,4500,,,67.0,,https://gift.kakao.com/product/9133592
아티스트/캐릭터,스타앨범,전체,,보이넥스트도어 (BND) 4th EP [No Genre] (Weverse Albums ver.),13100,,,467.0,,https://gift.kakao.com/product/11512091
아티스트/캐릭터,스타앨범,전체,,BOYNEXTDOOR (보이넥스트도어) - OFFICIAL LIGHT STICK 응원봉,59000,,,765.0,,https://gift.kakao.com/product/11066827
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 반다나 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,30000,,,14.0,,https://gift.kakao.com/product/12066007
아티스트/캐릭터,스타앨범,전체,,ZEROBASEONE 제로니  바디형 플랫 쿠션,48000,,,433.0,,https://gift.kakao.com/product/11446266
아티스트/캐릭터,스타앨범,전체,,FORESTELLA(포레스텔라) - 공식 응원봉,41000,,,4.0,,https://gift.kakao.com/product/12026070
아티스트/캐릭터,스타앨범,전체,,[랜덤] 올데이 프로젝트 - The Debut Single [FAMOUS],23800,,,109.0,,https://gift.kakao.com/product/11770073
아티스트/캐릭터,스타앨범,전체,,[랜덤] 투모로우바이투게더(TXT) - 별의 장: TOGETHER (Mini Book Keyring Ver.),15300,,,97.0,,https://gift.kakao.com/product/11863492
아티스트/캐릭터,스타앨범,전체,,ZEROBASEONE 제로니 메시지 중형 인형,35000,,,1488.0,,https://gift.kakao.com/product/10894636
아티스트/캐릭터,스타앨범,전체,,뉴진스 X 꼴레 메탈 스티콘 세트 (4개입),25000,,,523.0,,https://gift.kakao.com/product/10695288
아티스트/캐릭터,스타앨범,전체,,세븐틴(SEVENTEEN) 5th Album 'HAPPY BURSTDAY' (Random),23500,,,182.0,,https://gift.kakao.com/product/11581634
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 양우산 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,38000,,,8.0,,https://gift.kakao.com/product/12066074
아티스트/캐릭터,스타앨범,전체,,BT21 베이비 오렌지 파티 인형 키링,18000,,,88.0,,https://gift.kakao.com/product/11077455
아티스트/캐릭터,스타앨범,전체,,뉴진스 - [Supernatural] (NJ X MURAKAMI Drawstring Bag ver.),24500,,,495.0,,https://gift.kakao.com/product/9793533
아티스트/캐릭터,스타앨범,전체,,[랜덤] NCT WISH (엔시티 위시) - 미니 2집 [poppop] (Jewel Case Ver.),16400,,,512.0,,https://gift.kakao.com/product/11365167
아티스트/캐릭터,스타앨범,전체,,[MP특전/랜덤] Stray Kids (스트레이 키즈) - 정규 4집 [KARMA] (ACCORDION ver.),15600,,,30.0,,https://gift.kakao.com/product/12007895
아티스트/캐릭터,스타앨범,전체,,[MP특전] Stray Kids (스트레이 키즈) - 정규 4집 [KARMA] (COMPACT ver.),14100,,,29.0,,https://gift.kakao.com/product/12007819
아티스트/캐릭터,스타앨범,전체,,레드벨벳-아이린&슬기 - 미니 2집 [TILT] (Package Ver.),22300,,,6.0,,https://gift.kakao.com/product/11634744
아티스트/캐릭터,스타앨범,전체,,[랜덤] 뉴진스 - [Supernatural] (NJ X MURAKAMI Cross Bag ver.),21600,,,401.0,,https://gift.kakao.com/product/9793500
아티스트/캐릭터,스타앨범,전체,,"[랜덤] QWER (큐더블유이알) - 미니 3집  [난 네 편이야, 온 세상이 불협일지라도]",20800,,,58.0,,https://gift.kakao.com/product/11713754
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 카라비너 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,18000,,,11.0,,https://gift.kakao.com/product/12066071
아티스트/캐릭터,스타앨범,전체,,[랜덤] 프로미스나인 (fromis_9) - 미니 6집 [From Our 20's] (Postcard Ver.),14900,,,116.0,,https://gift.kakao.com/product/11771389
아티스트/캐릭터,스타앨범,전체,,ZEROBASEONE 제로니 홈파티 미니 인형,23000,,,899.0,,https://gift.kakao.com/product/11784546
아티스트/캐릭터,스타앨범,전체,,하감자 마우스 패드(2종 택1),13500,,,51.0,,https://gift.kakao.com/product/11985291
아티스트/캐릭터,스타앨범,전체,,BT21 프리미엄 K 에디션 자수 테슬 키링,13000,,,85.0,,https://gift.kakao.com/product/11446164
아티스트/캐릭터,스타앨범,전체,,하감자 아크릴 키링(3종 택1),12500,,,30.0,,https://gift.kakao.com/product/11991941
아티스트/캐릭터,스타앨범,전체,,뉴진스 X 꼴레 카드지갑 세트,45000,,,315.0,,https://gift.kakao.com/product/10971893
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 티셔츠 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,45000,,,22.0,,https://gift.kakao.com/product/12066063
아티스트/캐릭터,스타앨범,전체,,bubble for JELLYFISH 1인권,4500,,,87.0,,https://gift.kakao.com/product/9133591
아티스트/캐릭터,스타앨범,전체,,세븐틴 (SEVENTEEN) - OFFICIAL LIGHT STICK DECO RING SET,34000,,,185.0,,https://gift.kakao.com/product/11512546
아티스트/캐릭터,스타앨범,전체,,[특전증정/랜덤] ZEROBASEONE (제로베이스원) - [NEVER SAY NEVER] DIGIPACK Ver.,17100,,,38.0,,https://gift.kakao.com/product/11982665
아티스트/캐릭터,스타앨범,전체,,세븐틴 (SEVENTEEN) - OFFICIAL LIGHT STICK VER.3 응원봉,59000,,,371.0,,https://gift.kakao.com/product/11066745
아티스트/캐릭터,스타앨범,전체,,엔하이픈 (ENHYPEN) DESIRE : UNLEASH (ENGENE ver.) (Random),16200,,,102.0,,https://gift.kakao.com/product/11571749
아티스트/캐릭터,스타앨범,전체,,BT21 미니 미니니 피크닉 메이트 인형,16000,,,42.0,,https://gift.kakao.com/product/11349598
아티스트/캐릭터,스타앨범,전체,,랜덤) 투모로우바이투게더 (TXT) - 별의 장: TOGETHER (Awake / Etched / Starlight Ver.),23300,,,73.0,,https://gift.kakao.com/product/11863485
아티스트/캐릭터,스타앨범,전체,,몬스타엑스(MONSTA X) OFFICIAL MD - 응원봉 OFFICIAL LIGHT STICK VER.3,46000,,,147.0,,https://gift.kakao.com/product/10920254
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 증명사진 홀더 세트 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,21000,,,15.0,,https://gift.kakao.com/product/12065970
아티스트/캐릭터,스타앨범,전체,,ZEROBASEONE 제로니 아크릴 키링,17000,,,63.0,,https://gift.kakao.com/product/11904151
아티스트/캐릭터,스타앨범,전체,,하감자 리유저블백(2종 택1) 리빙/실용적인 선물,13500,,,19.0,,https://gift.kakao.com/product/11975520
아티스트/캐릭터,스타앨범,전체,,투모로우바이투게더 (TXT) - 별의 장: TOGETHER (Star Keyring Ver.),32700,,,103.0,,https://gift.kakao.com/product/11863262
아티스트/캐릭터,스타앨범,전체,,하감자 맥세이프 카드 홀더,29500,,,37.0,,https://gift.kakao.com/product/11985325
아티스트/캐릭터,스타앨범,전체,,(DODO Ver.) IDID The 1st EP I did it.,32700,,,31.0,,https://gift.kakao.com/product/11972974
아티스트/캐릭터,스타앨범,전체,,뉴진스 X 히로시 후지와라 꼴레 티셔츠 VER.1 (블랙),55000,,,137.0,,https://gift.kakao.com/product/10695273
아티스트/캐릭터,스타앨범,전체,,"""캐럿들 모여라"" 세븐틴 (SEVENTEEN) 3D 렌티큘러 미니카드&카드홀더 세트 (SPILL THE FEELS)",22000,,,96.0,,https://gift.kakao.com/product/11044817
아티스트/캐릭터,스타앨범,전체,,IU (아이유) -  EP 꽃갈피 셋,20800,,,218.0,,https://gift.kakao.com/product/11684799
아티스트/캐릭터,스타앨범,전체,,[랜덤] NewJeans (뉴진스) - [How Sweet] (Weverse Albums ver.),14000,,,485.0,,https://gift.kakao.com/product/9714770
아티스트/캐릭터,스타앨범,전체,,하감자 손거울,12500,,,50.0,,https://gift.kakao.com/product/11989568
아티스트/캐릭터,스타앨범,전체,,ZEROBASEONE 제로니 볼캡,39000,,,45.0,,https://gift.kakao.com/product/11904158
아티스트/캐릭터,스타앨범,전체,,bubble for SOOSOO 1인권,4500,,,103.0,,https://gift.kakao.com/product/9473275
아티스트/캐릭터,스타앨범,전체,,도경수(D.O.) - 정규 1집 [BLISS] (SING Ver.),25300,,,20.0,,https://gift.kakao.com/product/11921801
아티스트/캐릭터,스타앨범,전체,,하감자 스마트톡(2종 택1),21500,,,104.0,,https://gift.kakao.com/product/11990653
아티스트/캐릭터,스타앨범,전체,,[단독특전] CORTIS (코르티스) The 1st EP [COLOR OUTSIDE THE LINES] (Random),21300,,,7.0,,https://gift.kakao.com/product/12070558
아티스트/캐릭터,스타앨범,전체,,[MP특전/랜덤] Stray Kids (스트레이 키즈) - 정규 4집 [KARMA] 일반반,20800,,,38.0,,https://gift.kakao.com/product/12007816
아티스트/캐릭터,스타앨범,전체,,(L홀더 증정)하감자 티셔츠 커플 세트,83500,,,21.0,,https://gift.kakao.com/product/11992210
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 스마트 톡 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,18000,,,6.0,,https://gift.kakao.com/product/12065842
아티스트/캐릭터,스타앨범,전체,,하감자 소주잔 세트,17500,,,16.0,,https://gift.kakao.com/product/11988478
아티스트/캐릭터,스타앨범,전체,,BT21 베이비 뉴본 시즌2 시팅 인형 키링,17000,,,87.0,,https://gift.kakao.com/product/11038162
아티스트/캐릭터,스타앨범,전체,,[랜덤] 투모로우바이투게더 (TXT) - 별의 장: TOGETHER (Afterglow Ver.),16500,,,46.0,,https://gift.kakao.com/product/11863487
아티스트/캐릭터,스타앨범,전체,,위피 (충전식 응원봉 배터리),15000,,,3.0,,https://gift.kakao.com/product/12026365
아티스트/캐릭터,스타앨범,전체,,[랜덤] 투모로우바이투게더 (TXT) - 별의 장: TOGETHER (Weverse Albums ver.),14600,,,66.0,,https://gift.kakao.com/product/11863372
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 인화 사진 세트 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,13000,,,5.0,,https://gift.kakao.com/product/12065789
아티스트/캐릭터,스타앨범,전체,,위드뮤 응원봉 거치대,7500,,,5.0,,https://gift.kakao.com/product/12026415
아티스트/캐릭터,스타앨범,전체,,윤하(YOUNHA)_공식 응원봉 ver.2,52800,,,24.0,,https://gift.kakao.com/product/11713661
아티스트/캐릭터,스타앨범,전체,,정국 Jung Kook (BTS) 'GOLDEN' LP,54000,,,15.0,,https://gift.kakao.com/product/11985732
아티스트/캐릭터,스타앨범,전체,,bubble for BHEnt. 1인권,4500,,,43.0,,https://gift.kakao.com/product/10196224
아티스트/캐릭터,스타앨범,전체,,bubble for BPM 1인권,4500,,,157.0,,https://gift.kakao.com/product/9133586
아티스트/캐릭터,스타앨범,전체,,(L홀더 증정)하감자 앞접시 커플 세트,53000,,,16.0,,https://gift.kakao.com/product/11992047
아티스트/캐릭터,스타앨범,전체,,블랙핑크 (BLACKPINK) - OFFICIAL LIGHT STICK ver.2 응원봉,49000,,,52.0,,https://gift.kakao.com/product/11729976
아티스트/캐릭터,스타앨범,전체,,하감자 티셔츠(2종 택1),46500,,,29.0,,https://gift.kakao.com/product/11992223
아티스트/캐릭터,스타앨범,전체,,(L홀더 증정)하감자 소맥세트(맥주잔/ 소주잔 2종 택 1),40500,,,34.0,,https://gift.kakao.com/product/11987587
아티스트/캐릭터,스타앨범,전체,,BT21 프리미엄 K 에디션 자개 그래픽 텀블러 (710ml),39000,,,16.0,,https://gift.kakao.com/product/11446227
아티스트/캐릭터,스타앨범,전체,,ZEROBASEONE 제로니 홈파티 중형 인형,30000,,,714.0,,https://gift.kakao.com/product/11784551
아티스트/캐릭터,스타앨범,전체,,하감자 앞접시(2종 택1),29500,,,28.0,,https://gift.kakao.com/product/11992051
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 포토카드 바인더 인덱스 세트 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,28000,,,8.0,,https://gift.kakao.com/product/12065854
아티스트/캐릭터,스타앨범,전체,,BT21 BABY 프리미엄 K 에디션 시팅 인형,28000,,,28.0,,https://gift.kakao.com/product/11446156
아티스트/캐릭터,스타앨범,전체,,LE SSERAFIM (르세라핌) - 미니 5집 [HOT] (TIN CASE ver.),32800,,,36.0,,https://gift.kakao.com/product/11243801
아티스트/캐릭터,스타앨범,전체,,(L홀더 증정)하감자 마우스패드 세트,24000,,,30.0,,https://gift.kakao.com/product/11985260
아티스트/캐릭터,스타앨범,전체,,(UNCUT ver.) KiiiKiii The 1st EP UNCUT GEM,22800,,,23.0,,https://gift.kakao.com/product/11266833
아티스트/캐릭터,스타앨범,전체,,세븐틴(SEVENTEEN) 3D 렌티큘러 아크릴 키링&스탠드 세트 (17 IS RIGHT HERE),22900,,,57.0,,https://gift.kakao.com/product/10573252
아티스트/캐릭터,스타앨범,전체,,세븐틴(SEVENTEEN) 3D 렌티큘러 아크릴 키링&스탠드 세트 (SEVENTEENTH HEAVEN AM 5:26 Ver.),22900,,,221.0,,https://gift.kakao.com/product/10066220
아티스트/캐릭터,스타앨범,전체,,세븐틴(SEVENTEEN) 3D 렌티큘러 아크릴 키링&스탠드 세트 (SEVENTEENTH HEAVEN PM 2:14 Ver.),22900,,,169.0,,https://gift.kakao.com/product/10066173
아티스트/캐릭터,스타앨범,전체,,(L홀더 증정)하감자 아크릴 키링 세트(3종 택2),22500,,,15.0,,https://gift.kakao.com/product/11991916
아티스트/캐릭터,스타앨범,전체,,키(KEY) - 정규 3집 [HUNTER]  (Archive Ver.),22300,,,4.0,,https://gift.kakao.com/product/11983396
아티스트/캐릭터,스타앨범,전체,,세븐틴(SEVENTEEN) 3D 렌티큘러 폰탭 (17 IS RIGHT HERE),22000,,,129.0,,https://gift.kakao.com/product/10644948
아티스트/캐릭터,스타앨범,전체,,(Psst! Ver.) IVE THE 4th EP IVE SECRET,21600,,,19.0,,https://gift.kakao.com/product/12034403
아티스트/캐릭터,스타앨범,전체,,[랜덤] 최예나 - [Blooming Wings],21600,,,14.0,,https://gift.kakao.com/product/11952088
아티스트/캐릭터,스타앨범,전체,,[MP특전] Stray Kids (스트레이 키즈) - 정규 4집 [KARMA] (KARMA ver.),23300,,,29.0,,https://gift.kakao.com/product/12007814
아티스트/캐릭터,스타앨범,전체,,현역가왕2_01.아크릴 응원봉_2025 현역가왕2 전국투어 콘서트_OFFICIAL MD,19800,,,,,https://gift.kakao.com/product/11712291
아티스트/캐릭터,스타앨범,전체,,키(KEY) - 정규 3집 [HUNTER] (The Cube Ver.),17900,,,6.0,,https://gift.kakao.com/product/11983411
아티스트/캐릭터,스타앨범,전체,,(DIGIPACK / I.M) MONSTA X MINI ALBUM THE X,16400,,,3.0,,https://gift.kakao.com/product/12004128
아티스트/캐릭터,스타앨범,전체,,HYBE OFFICIAL LIGHT STICK BATTERY 하이브 공식 응원봉 배터리,15900,,,53.0,,https://gift.kakao.com/product/10085204
아티스트/캐릭터,스타앨범,전체,,ZEROBASEONE (제로베이스원) - [NEVER SAY NEVER] (SLAM DUNK Ver.),15600,,,35.0,,https://gift.kakao.com/product/11982675
아티스트/캐릭터,스타앨범,전체,,방탄소년단(BTS) 3D 렌티큘러 북마크 (Proof 2),15000,,,29.0,,https://gift.kakao.com/product/10152330
아티스트/캐릭터,스타앨범,전체,,보이넥스트도어 (BND) 4th EP [No Genre] (Board Game ver.) (Random),14700,,,735.0,,https://gift.kakao.com/product/11512034
아티스트/캐릭터,스타앨범,전체,,bubble for GOLDMEDALIST 1인권,4500,,,67.0,,https://gift.kakao.com/product/9627121
아티스트/캐릭터,스타앨범,전체,,[예약판매] CORTIS (코르티스) The 1st EP [COLOR OUTSIDE THE LINES] (Vinyl),40900,,,1.0,,https://gift.kakao.com/product/12070745
아티스트/캐릭터,스타앨범,전체,,[예약판매] CORTIS The 1st EP [COLOR OUTSIDE THE LINES] (Singing Bowl ver.),40900,,,,,https://gift.kakao.com/product/12070733
아티스트/캐릭터,스타앨범,전체,,[예약판매] CORTIS [COLOR OUTSIDE THE LINES] (Weverse Albums ver.) (Set),24000,,,,,https://gift.kakao.com/product/12070726
아티스트/캐릭터,스타앨범,전체,,[예약판매] CORTIS [COLOR OUTSIDE THE LINES] (Weverse Albums ver.) (Random),14000,,,1.0,,https://gift.kakao.com/product/12070720
아티스트/캐릭터,스타앨범,전체,,(세트할인) 하감자 인기상품 종합 선물 세트(손거울/ 메모지/ 스탬프/ 인형),50000,,,4.0,,https://gift.kakao.com/product/12070716
아티스트/캐릭터,스타앨범,전체,,(세트할인) 하감자 인기상품 종합 선물 세트(스마트톡/리유저블백/인형/주류마블),70000,,,5.0,,https://gift.kakao.com/product/12070458
아티스트/캐릭터,스타앨범,전체,,더보이즈 - 슬로건 / THE BOYZ [THE BLAZE] WORLD TOUR in SEOUL,21000,,,10.0,,https://gift.kakao.com/product/12066054
아티스트/캐릭터,스타앨범,전체,,[예약판매] 엔하이픈 (ENHYPEN) DESIRE : UNLEASH (Vinyl),49000,,,11.0,,https://gift.kakao.com/product/12029172
아티스트/캐릭터,스타앨범,전체,,아스트로 - 공식 응원봉 VER.2,42000,,,3.0,,https://gift.kakao.com/product/12026289
아티스트/캐릭터,스타앨범,전체,,OH MY GIRL(오마이걸) - 공식 응원봉 VER 1.5,46000,,,2.0,,https://gift.kakao.com/product/12026276
아티스트/캐릭터,스타앨범,전체,,AB6IX(에이비식스) - 공식 응원봉,43000,,,,,https://gift.kakao.com/product/12026261
아티스트/캐릭터,스타앨범,전체,,LA POEM(라포엠) - 공식 응원봉,45000,,,,,https://gift.kakao.com/product/12026236
아티스트/캐릭터,스타앨범,전체,,SON TAEJIN(손태진) - 공식 응원봉,46000,,,,,https://gift.kakao.com/product/12026226
아티스트/캐릭터,스타앨범,전체,,iKON(아이콘) - 공식 응원봉 VER.2023,48000,,,,,https://gift.kakao.com/product/12026201
아티스트/캐릭터,스타앨범,전체,,H1-KEY(하이키) - 공식 응원봉,46000,,,4.0,,https://gift.kakao.com/product/12026195
아티스트/캐릭터,스타앨범,전체,,Billlie(빌리) - 공식 응원봉,48000,,,,,https://gift.kakao.com/product/12026140
아티스트/캐릭터,스타앨범,전체,,Kep1er(케플러) - 공식 응원봉 2,48000,,,,,https://gift.kakao.com/product/12026118
아티스트/캐릭터,스타앨범,전체,,CHUU(츄) - 공식 응원봉,51000,,,1.0,,https://gift.kakao.com/product/12026113
아티스트/캐릭터,스타앨범,전체,,KISS OF LIFE(키스오브라이프) - 공식 응원봉,48000,,,4.0,,https://gift.kakao.com/product/12026071
아티스트/캐릭터,스타앨범,전체,,JAY PARK(박재범) - 공식 응원봉,48000,,,1.0,,https://gift.kakao.com/product/12026036
아티스트/캐릭터,스타앨범,전체,,god(지오디) - 공식 응원봉 VER.2,48000,,,4.0,,https://gift.kakao.com/product/12025970
아티스트/캐릭터,스타앨범,전체,,CRAVITY(크래비티) - 공식 응원봉,42000,,,2.0,,https://gift.kakao.com/product/12025945
아티스트/캐릭터,스타앨범,전체,,TAEMIN(태민) - 공식 응원봉,50000,,,1.0,,https://gift.kakao.com/product/12025943
아티스트/캐릭터,스타앨범,전체,,"조이 - 미니 1집 [From JOY, with Love] (Photo Book Ver.)",23800,,,1.0,,https://gift.kakao.com/product/12024278
아티스트/캐릭터,스타앨범,전체,,"조이 - 미니 1집 [From JOY, with Love] (Jewel Case Ver.)",16400,,,1.0,,https://gift.kakao.com/product/12024263
아티스트/캐릭터,스타앨범,전체,,"조이 - 미니 1집 [From JOY, with Love] (Tin Case Ver.)(스마트앨범)",28200,,,2.0,,https://gift.kakao.com/product/12024257
아티스트/캐릭터,스타앨범,전체,,존 콜트레인 (John Coltrane) - Blue Train,30600,,,,,https://gift.kakao.com/product/12019461
아티스트/캐릭터,스타앨범,전체,,티파니에서 아침을 영화음악 (Breakfast At Tiffany OST),30600,,,1.0,,https://gift.kakao.com/product/12019364
아티스트/캐릭터,스타앨범,전체,,쳇 베이커 (Chet Baker) - Sings It Could Happen To You,30600,,,,,https://gift.kakao.com/product/12018756
아티스트/캐릭터,스타앨범,전체,,[랜덤] MONSTA X - MONSTA X MINI ALBUM THE X (DIGIPACK VER.),16400,,,,,https://gift.kakao.com/product/12017621
아티스트/캐릭터,스타앨범,전체,,[랜덤] MONSTA X - MINI ALBUM [THE X],21600,,,,,https://gift.kakao.com/product/12017604
아티스트/캐릭터,스타앨범,전체,,쳇 베이커 (Chet Baker) - Chet Baker Sings,30600,,,2.0,,https://gift.kakao.com/product/12016518
아티스트/캐릭터,스타앨범,전체,,빌 에반스 (Bill Evans) - Portrait in Jazz,30600,,,3.0,,https://gift.kakao.com/product/12016222
아티스트/캐릭터,스타앨범,전체,,(DIGIPACK / JOOHONEY) MONSTA X MINI ALBUM THE X,16400,,,1.0,,https://gift.kakao.com/product/12004148
아티스트/캐릭터,스타앨범,전체,,(DIGIPACK / HYUNGWON) MONSTA X MINI ALBUM THE X,16400,,,1.0,,https://gift.kakao.com/product/12004145
아티스트/캐릭터,스타앨범,전체,,(DIGIPACK / KIHYUN) MONSTA X MINI ALBUM THE X,16400,,,3.0,,https://gift.kakao.com/product/12004143
아티스트/캐릭터,스타앨범,전체,,(DIGIPACK / MINHYUK) MONSTA X MINI ALBUM THE X,16400,,,,,https://gift.kakao.com/product/12004126
아티스트/캐릭터,스타앨범,전체,,(DIGIPACK / SHOWNU) MONSTA X MINI ALBUM THE X,16400,,,1.0,,https://gift.kakao.com/product/12004122
아티스트/캐릭터,스타앨범,전체,,(DIGIPACK SET) MONSTA X MINI ALBUM THE X,80400,,,4.0,,https://gift.kakao.com/product/12004117
아티스트/캐릭터,스타앨범,전체,,(VER SET) MONSTA X MINI ALBUM THE X,74400,,,2.0,,https://gift.kakao.com/product/12004116
아티스트/캐릭터,스타앨범,전체,,(XX VER.) MONSTA X MINI ALBUM THE X,21600,,,3.0,,https://gift.kakao.com/product/12004109
