top_category,sub_category,sub_tab,price_range,brand,product_name,price,satisfaction_pct,review_count,wish_count,tags,product_url
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""로제와인"" 자카니니 달 트랄체토 로제",40000,,,13.0,,https://gift.kakao.com/product/11121653
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""로제와인"" 제라르 베르트랑 꼬뜨 로즈 뮈스까 로제",15900,,,328.0,,https://gift.kakao.com/product/9663249
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""로제와인"" 바바 로제타",15900,,,141.0,,https://gift.kakao.com/product/10054267
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 스타 라이트 카버네 소비뇽 6본입",58000,,,1.0,,https://gift.kakao.com/product/12071790
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 랄슨 제이콥스 나파밸리 카버네 소비뇽",54000,,,,,https://gift.kakao.com/product/12071792
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 수퍼 네세서리 까베르네 쇼비뇽",52900,,,877.0,,https://gift.kakao.com/product/10883577
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""추천와인"" 캔달잭슨 그랑 리저브 카베르네소비뇽 + 잭슨 에스테이트 카베르네소비뇽 세트",184000,,,52.0,,https://gift.kakao.com/product/10696468
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 볼드 와인 컴퍼니 까베르네 쇼비뇽 파소 로블스",89000,,,42.0,,https://gift.kakao.com/product/10955690
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 아쿠아마린 소비뇽 블랑",26900,,,17.0,,https://gift.kakao.com/product/12036614
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 거브너레드",19800,,,31.0,,https://gift.kakao.com/product/11916940
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 푸나무 소비뇽블랑",25000,,,963.0,,https://gift.kakao.com/product/11069233
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 그로브 밀 소비뇽블랑",26000,,,1006.0,,https://gift.kakao.com/product/9672805
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 베어풋 2입 아몬드 초코볼 패키지",24900,,,80.0,,https://gift.kakao.com/product/11068544
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 배비치 블랙 말보로 소비뇽블랑",20900,,,1762.0,,https://gift.kakao.com/product/9943403
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""스파클링와인"" 또스띠 핑크 모스까또",23900,,,2637.0,,https://gift.kakao.com/product/9667486
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 거브너VIP",22900,,,37.0,,https://gift.kakao.com/product/11916903
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 스톤베이 피노 누아",26900,,,143.0,,https://gift.kakao.com/product/11268688
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 비고르 레드 1본입 패키지",19900,,,318.0,,https://gift.kakao.com/product/10987200
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 비고르 화이트 1본입 패키지",19900,,,204.0,,https://gift.kakao.com/product/10987201
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""스파클링와인"" 카)뵈브드베르네 브뤼 전용잔 패키지",29000,,,326.0,,https://gift.kakao.com/product/10788491
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 라파우라 스프링스 소비뇽 블랑",25800,,,277.0,,https://gift.kakao.com/product/10022656
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 앙시앙땅 그랑블루",23000,,,312.0,,https://gift.kakao.com/product/9672801
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 디아블로 리제르바 프리바다 까베르네소비뇽",26900,,,142.0,,https://gift.kakao.com/product/9670550
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 스톤베이 레드블랜드",20900,,,75.0,,https://gift.kakao.com/product/11268687
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 베린저 메인앤바인 샤르도네",15000,,,130.0,,https://gift.kakao.com/product/11069232
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 아마란디아 몬테풀치아노 다브루쪼",26900,,,54.0,,https://gift.kakao.com/product/11015951
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 생 클레어)파이오니어 소비뇽블랑",29800,,,362.0,,https://gift.kakao.com/product/10022655
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 베린저 메인앤바인 메를로",15000,,,69.0,,https://gift.kakao.com/product/11069231
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""추천와인"" 산타헬레나 세트(까쇼+샤도)",20000,,,243.0,,https://gift.kakao.com/product/9663573
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""스파클링와인"" 호메세라 부케 까바 브룻",25000,,,303.0,,https://gift.kakao.com/product/9668171
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 카)스톤베이 소비뇽 블랑",22900,,,1754.0,,https://gift.kakao.com/product/11268681
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 머드 하우스 싱글빈야드 소비뇽블랑",25000,,,238.0,,https://gift.kakao.com/product/10096861
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 울쉬드 모스카토 2입",29000,,,43.0,,https://gift.kakao.com/product/11066791
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""스파클링와인"" 티스팟 브뤼",25000,,,61.0,,https://gift.kakao.com/product/9660102
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""로제와인"" 몬테칠로 로제",23900,,,199.0,,https://gift.kakao.com/product/9660111
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""스파클링와인"" 도멘 생 미셸 로제",23500,,,160.0,,https://gift.kakao.com/product/9660109
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 진로 레드와인",16000,,,53.0,,https://gift.kakao.com/product/9663246
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 1000스토리즈 진판델",29900,,,113.0,,https://gift.kakao.com/product/9667385
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 맥스 리제르바 샤르도네",24900,,,80.0,,https://gift.kakao.com/product/9670545
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" (1.5L)디아블로 까쇼 매그넘",25800,,,176.0,,https://gift.kakao.com/product/9670552
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 캐릭터 세트(말벡+까쇼)",20000,,,161.0,,https://gift.kakao.com/product/9663251
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 카를로 사니 수수마니엘로",18900,,,150.0,,https://gift.kakao.com/product/10054272
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 로쉐마제 랑그독 A.O.C",17900,,,46.0,,https://gift.kakao.com/product/9670556
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 크레스만 테라 마에",18500,,,20.0,,https://gift.kakao.com/product/10191869
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 얄리 레세르바 소비뇽 블랑",17900,,,23.0,,https://gift.kakao.com/product/10096995
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 얄리 그랑 레세르바 까쇼(친환경)",23000,,,12.0,,https://gift.kakao.com/product/10096991
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 머드하우스 피노누아",29900,,,58.0,,https://gift.kakao.com/product/10096876
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 제라르 베르트랑)오렌지골드",26900,,,26.0,,https://gift.kakao.com/product/10096877
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 머드하우스 피노그리",25000,,,37.0,,https://gift.kakao.com/product/10096874
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 제라르 베르트랑)샤또 로스피딸레 라 리저브",32000,,,51.0,,https://gift.kakao.com/product/10096873
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""스파클링와인"" 세구라 비우다스)아리아 브뤼",26600,,,30.0,,https://gift.kakao.com/product/10096863
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" (1.5L)산타헬레나 매그넘",19900,,,18.0,,https://gift.kakao.com/product/10054262
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""화이트와인"" 얄리 와일드스완 샤르도네 2본입 패키지",23900,,,108.0,,https://gift.kakao.com/product/9891078
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""스파클링와인"" 산테로 958 러브 플라스틱전용잔 패키지",29800,,,54.0,,https://gift.kakao.com/product/9890565
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""스파클링와인"" 산테로 958 파티 플라스틱전용잔 패키지",29800,,,52.0,,https://gift.kakao.com/product/9890564
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 로쉐 마제 까베르네소비뇽 2입 기획",25800,,,174.0,,https://gift.kakao.com/product/9874835
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 디아블로 다크 레드",19900,,,132.0,,https://gift.kakao.com/product/9812820
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 맥스 리제르바 피노누아",24900,,,106.0,,https://gift.kakao.com/product/9670546
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 자불레 꼬뜨뒤론 빠할레 45 루즈",24000,,,30.0,,https://gift.kakao.com/product/9667474
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 시트랑 리미티드 에디션",18000,,,62.0,,https://gift.kakao.com/product/9667421
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""레드와인"" 14 핸즈 카베르네 소비뇽",28000,,,51.0,,https://gift.kakao.com/product/9667404
와인/양주/전통주,와인,,~2만원대,브랜드명 :와인25플러스,"""로제와인"" 산 마르짜노 트라마리 로제 디 프리미티보 살렌토 IGP",21900,,,135.0,,https://gift.kakao.com/product/9660105
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""스파클링와인"" 프레첼로 스푸만테 돌체(6입)",49000,,,,,https://gift.kakao.com/product/12085940
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 프레첼로 비노 로쏘(6입)",49000,,,,,https://gift.kakao.com/product/12085941
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 프레첼로 비노 비앙코(6입)",49000,,,,,https://gift.kakao.com/product/12085942
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""스파클링와인"" 프레첼로 스푸만테(6입)",49000,,,,,https://gift.kakao.com/product/12085939
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 모스퀴따 무레타 피스피 레드 블렌드",58000,,,2.0,,https://gift.kakao.com/product/12071813
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""추천와인"" 스타 라이트 샤도네이 3입 & 카버네 3입 기획박스 (6본입)",58000,,,,,https://gift.kakao.com/product/12071791
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 오텔라 몰체오 루가나 리세르바",55000,,,1.0,,https://gift.kakao.com/product/12071794
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 라스 페러디세스 레세르바 말벡",38000,,,4.0,,https://gift.kakao.com/product/12071811
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 앵커리지 피노 그리",37900,,,,,https://gift.kakao.com/product/12084161
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 앵커리지 샤르도네",39900,,,1.0,,https://gift.kakao.com/product/12084160
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 오텔라 제메이",35000,,,,,https://gift.kakao.com/product/12071795
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 루티니 트럼페터 레세르바 말벡",30000,,,4.0,,https://gift.kakao.com/product/12071816
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 샤또 라 뚜르 꼬르두안 메독",59000,,,4.0,,https://gift.kakao.com/product/12037315
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 샤또 뒤 포르트 뽕튀스 프론삭",58000,,,4.0,,https://gift.kakao.com/product/12037323
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 샤또 라 플레르 몽따뉴 생떼밀리옹",57000,,,2.0,,https://gift.kakao.com/product/12037314
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 샤또 라 플레르 쁘아또 뤼삭 생떼밀리옹",55000,,,2.0,,https://gift.kakao.com/product/12037313
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 샤또 트레비악 그라브",54000,,,2.0,,https://gift.kakao.com/product/12037324
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 샤또 트레비악 그라브 블랑",54000,,,2.0,,https://gift.kakao.com/product/12037325
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 타리마 3본입",45000,,,3.0,,https://gift.kakao.com/product/12050628
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 360 루아르 소비뇽블랑 3본입",39900,,,2.0,,https://gift.kakao.com/product/12050626
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 밴락 스테이션 샤르도네 6입",59400,,,1.0,,https://gift.kakao.com/product/12050630
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""스파클링와인"" 밴락 스테이션 모스카토 6입",59400,,,2.0,,https://gift.kakao.com/product/12050631
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 밴락 스테이션 쉬라즈 6입",59400,,,,,https://gift.kakao.com/product/12050629
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 루이지 에이나우디 랑게 네비올로 2023",45900,,,4.0,,https://gift.kakao.com/product/12037328
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 샤또 레 에고 꼬뜨 드 부르그",37000,,,1.0,,https://gift.kakao.com/product/12037312
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 샤또 라 호쉐 세귀르 보르도 슈페리어",37000,,,,,https://gift.kakao.com/product/12037311
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 샤또 슈발리에 보르도 슈페리어",37000,,,1.0,,https://gift.kakao.com/product/12037310
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 아이캔디 피노누아",39000,,,295.0,,https://gift.kakao.com/product/11530403
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 토레스)셀레스테 서울 에디션",49000,,,199.0,,https://gift.kakao.com/product/11205526
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 플라네타 부르데제",55000,,,10.0,,https://gift.kakao.com/product/9670579
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 스마일리 쇼비뇽블랑 아이스버켓패키지",34500,,,120.0,,https://gift.kakao.com/product/11455596
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 뱅베) 도멘 뒤 쁘띠 오하투아 비방 아 수비 2020 + 피크닉패키지",49000,,,18.0,,https://gift.kakao.com/product/11617666
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 오이스터베이샤르도네",36900,,,319.0,,https://gift.kakao.com/product/11296430
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 라 리오하 알타 핀카 산마르틴 크리안자 2017",34000,,,14.0,,https://gift.kakao.com/product/11363684
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 샤또 크뤼조 화이트",48800,,,39.0,,https://gift.kakao.com/product/9670553
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""스파클링와인"" 덕혼 디코이 스파클링",39900,,,152.0,,https://gift.kakao.com/product/9667475
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 뱅베)레 풀라흐 후즈 레 빌랭 + 피크닉 패키지",49000,,,13.0,,https://gift.kakao.com/product/11617665
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""추천와인"" 스톤베이 쇼비뇽블랑+레드블렌드 2입 피크닉 기획팩",39900,,,131.0,,https://gift.kakao.com/product/11619305
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 위겔 게뷔르츠트라미너 클래식",45000,,,64.0,,https://gift.kakao.com/product/10917460
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 이콰나 샤블리",34000,,,46.0,,https://gift.kakao.com/product/10747277
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""샴페인"" 샴페인 갸스통 드끌로",59000,,,26.0,,https://gift.kakao.com/product/11443366
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 라 리오하 알타 비냐 알베르디 리제르바 2019",54000,,,11.0,,https://gift.kakao.com/product/11363681
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 러시안 잭 피노누아",40000,,,234.0,,https://gift.kakao.com/product/11322861
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 캔달잭슨 빈트너스 리저브 샤르도네",34900,,,623.0,,https://gift.kakao.com/product/10507737
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 투핸즈 섹시 비스트",45000,,,188.0,,https://gift.kakao.com/product/9670576
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 라미디아 로쏘 카르보",35000,,,41.0,,https://gift.kakao.com/product/10716939
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 스마일리 피노누아 아이스버켓패키지",34500,,,47.0,,https://gift.kakao.com/product/11455594
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""로제와인"" 메종 넘버나인 로제 패키지",49000,,,215.0,,https://gift.kakao.com/product/9667388
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 카사 로호 틴타 피나 NEW",56900,,,20.0,,https://gift.kakao.com/product/11440069
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""내추럴와인"" 밀란 네스타레츠 붐붐차 2020",39900,,,70.0,,https://gift.kakao.com/product/10716940
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 라 리오하 알타 토레드 오나 리제르바 2016",55000,,,11.0,,https://gift.kakao.com/product/11363682
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 투핸즈 날리 듀즈",45000,,,77.0,,https://gift.kakao.com/product/9670575
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""스파클링와인"" 비솔 카르티제 발도비아데네 수페리오레 드라이",55000,,,31.0,,https://gift.kakao.com/product/9663252
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 스마일리 샤도네이 아이스버켓패키지",34500,,,155.0,,https://gift.kakao.com/product/11455592
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""스파클링와인"" 보테가 모스카토 만조니 1본입 로즈향 케이스",58900,,,645.0,,https://gift.kakao.com/product/10312666
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 랑메일 밸리 플로우 쉬라즈",43900,,,20.0,,https://gift.kakao.com/product/10191863
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""스파클링와인"" 마리 스튜아트 뀌베 라 헨느 브뤼",55000,,,13.0,,https://gift.kakao.com/product/10054268
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 티스팟 블랑",40000,,,33.0,,https://gift.kakao.com/product/10244389
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""추천와인"" 이탈리아 가성비 추천 세트(와이낫+로마)",45000,,,120.0,,https://gift.kakao.com/product/9667195
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 펜폴즈 맥스 샤르도네(더매틱 패키지)",35800,,,34.0,,https://gift.kakao.com/product/9667515
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 앙드레 구아쇼 부르고뉴 피노누아",44900,,,53.0,,https://gift.kakao.com/product/10191865
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 스마일리 므왈레 아이스버켓패키지",34500,,,105.0,,https://gift.kakao.com/product/11455593
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 몽그라스 안투 까베르네소비뇽",32900,,,30.0,,https://gift.kakao.com/product/9813114
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 덕혼 디코이 카버네 소비뇽",38900,,,720.0,,https://gift.kakao.com/product/9667470
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 디아블로 블랙 카베르네 소비뇽",31000,,,163.0,,https://gift.kakao.com/product/9667403
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""추천와인"" 디아블로 데블스 카나발 레드&화이트 세트",37900,,,1442.0,,https://gift.kakao.com/product/9667380
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 티스팟 보르도 레드",30000,,,80.0,,https://gift.kakao.com/product/9662640
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 스마일리 까베르네 쇼비뇽 아이스버켓패키지",34500,,,29.0,,https://gift.kakao.com/product/11455591
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 까테나 자파타 까테나 까베르네소비뇽",35000,,,78.0,,https://gift.kakao.com/product/9667514
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 블루넌 프리미엄 아이스",35900,,,588.0,,https://gift.kakao.com/product/9660087
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 코폴라 로쏘 앤 비앙코 로쏘",24900,,,19.0,,https://gift.kakao.com/product/10191866
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 필리프 수퍼 토스카나",60000,,,207.0,,https://gift.kakao.com/product/10054270
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 도멘 드 라 제니요뜨 샤블리",52000,,,57.0,,https://gift.kakao.com/product/11016475
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""레드와인"" 더 페데럴리스트 카베르네소비뇽 원통패키지",40000,,,18.0,,https://gift.kakao.com/product/9940135
와인/양주/전통주,와인,,3~5만원,브랜드명 :와인25플러스,"""화이트와인"" 피피 베이 말보로 소비뇽 블랑 2입",39900,,,80.0,,https://gift.kakao.com/product/11015945
와인/양주/전통주,와인,,6~9만원,브랜드명 :와인25플러스,"""추천와인"" 게오르지움 부르군더큐베 펫낫 매그넘",77000,,,,,https://gift.kakao.com/product/12071796
와인/양주/전통주,와인,,6~9만원,브랜드명 :와인25플러스,"""샴페인"" 샴페인 와리 에 피에 프레미스 그랑크뤼",62000,,,,,https://gift.kakao.com/product/12071793
와인/양주/전통주,와인,,6~9만원,브랜드명 :와인25플러스,"""레드와인"" 루이지 에이나우디 바롤로 루도 2021",99000,,,1.0,,https://gift.kakao.com/product/12037329
와인/양주/전통주,와인,,6~9만원,브랜드명 :와인25플러스,"""레드와인"" 샤또 뚜르 캐논",99000,,,1.0,,https://gift.kakao.com/product/12037327
와인/양주/전통주,와인,,6~9만원,브랜드명 :와인25플러스,"""레드와인"" 클로 데 갈르베스 라랑드 포메롤",89000,,,1.0,,https://gift.kakao.com/product/12037320
